Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-08-21,20,17,µg/mc
"Riva del Garda",PM10,2021-08-21,21,29,µg/mc
"Riva del Garda",PM10,2021-08-21,22,29,µg/mc
"Riva del Garda",PM10,2021-08-21,23,21,µg/mc
"Riva del Garda",PM10,2021-08-21,24,21,µg/mc
"Riva del Garda",PM10,2021-08-22,1,22,µg/mc
"Riva del Garda",PM10,2021-08-22,2,19,µg/mc
"Riva del Garda",PM10,2021-08-22,3,18,µg/mc
"Riva del Garda",PM10,2021-08-22,4,20,µg/mc
"Riva del Garda",PM10,2021-08-22,5,20,µg/mc
"Riva del Garda",PM10,2021-08-22,6,19,µg/mc
"Riva del Garda",PM10,2021-08-22,7,17,µg/mc
"Riva del Garda",PM10,2021-08-22,8,17,µg/mc
"Riva del Garda",PM10,2021-08-22,9,18,µg/mc
"Riva del Garda",PM10,2021-08-22,10,18,µg/mc
"Riva del Garda",PM10,2021-08-22,11,20,µg/mc
"Riva del Garda",PM10,2021-08-22,12,23,µg/mc
"Riva del Garda",PM10,2021-08-22,13,24,µg/mc
"Riva del Garda",PM10,2021-08-22,14,23,µg/mc
"Riva del Garda",PM10,2021-08-22,15,22,µg/mc
"Riva del Garda",PM10,2021-08-22,16,20,µg/mc
"Riva del Garda",PM10,2021-08-22,17,21,µg/mc
"Riva del Garda",PM10,2021-08-22,18,20,µg/mc
"Riva del Garda",PM10,2021-08-22,19,18,µg/mc
"Riva del Garda",PM10,2021-08-22,20,20,µg/mc
"Riva del Garda",PM10,2021-08-22,21,22,µg/mc
"Riva del Garda",PM10,2021-08-22,22,23,µg/mc
"Riva del Garda",PM10,2021-08-22,23,19,µg/mc
"Riva del Garda",PM10,2021-08-22,24,17,µg/mc
"Riva del Garda",PM10,2021-08-23,1,13,µg/mc
"Riva del Garda",PM10,2021-08-23,2,10,µg/mc
"Riva del Garda",PM10,2021-08-23,3,8,µg/mc
"Riva del Garda",PM10,2021-08-23,4,8,µg/mc
"Riva del Garda",PM10,2021-08-23,5,7,µg/mc
"Riva del Garda",PM10,2021-08-23,6,6,µg/mc
"Riva del Garda",PM10,2021-08-23,7,6,µg/mc
"Riva del Garda",PM10,2021-08-23,8,5,µg/mc
"Riva del Garda",PM10,2021-08-23,9,7,µg/mc
"Riva del Garda",PM10,2021-08-23,10,5,µg/mc
"Riva del Garda",PM10,2021-08-23,11,5,µg/mc
"Riva del Garda",PM10,2021-08-23,12,5,µg/mc
"Riva del Garda",PM10,2021-08-23,13,5,µg/mc
"Riva del Garda",PM10,2021-08-23,14,6,µg/mc
"Riva del Garda",PM10,2021-08-23,16,6,µg/mc
"Riva del Garda",PM10,2021-08-23,17,10,µg/mc
"Riva del Garda",PM10,2021-08-23,18,13,µg/mc
"Riva del Garda",PM10,2021-08-23,19,9,µg/mc
"Riva del Garda",PM10,2021-08-23,20,8,µg/mc
"Riva del Garda",PM10,2021-08-23,21,7,µg/mc
"Riva del Garda",PM10,2021-08-23,22,9,µg/mc
"Riva del Garda",PM10,2021-08-23,23,8,µg/mc
"Riva del Garda",PM10,2021-08-23,24,6,µg/mc
"Riva del Garda",PM10,2021-08-24,1,6,µg/mc
"Riva del Garda",PM10,2021-08-24,2,6,µg/mc
"Riva del Garda",PM10,2021-08-24,3,7,µg/mc
"Riva del Garda",PM10,2021-08-24,4,6,µg/mc
"Riva del Garda",PM10,2021-08-24,5,4,µg/mc
"Riva del Garda",PM10,2021-08-24,6,3,µg/mc
"Riva del Garda",PM10,2021-08-24,7,3,µg/mc
"Riva del Garda",PM10,2021-08-24,8,3,µg/mc
"Riva del Garda",PM10,2021-08-24,9,4,µg/mc
"Riva del Garda",PM10,2021-08-24,10,5,µg/mc
"Riva del Garda",PM10,2021-08-24,11,3,µg/mc
"Riva del Garda",PM10,2021-08-24,12,3,µg/mc
"Riva del Garda",PM10,2021-08-24,13,7,µg/mc
"Riva del Garda",PM10,2021-08-24,14,8,µg/mc
"Riva del Garda",PM10,2021-08-24,15,9,µg/mc
"Riva del Garda",PM10,2021-08-24,16,10,µg/mc
"Riva del Garda",PM10,2021-08-24,17,11,µg/mc
"Riva del Garda",PM10,2021-08-24,18,10,µg/mc
"Riva del Garda",PM10,2021-08-24,19,7,µg/mc
"Riva del Garda",PM10,2021-08-24,20,13,µg/mc
"Riva del Garda",PM10,2021-08-24,21,9,µg/mc
"Riva del Garda",PM10,2021-08-24,22,5,µg/mc
"Riva del Garda",PM10,2021-08-24,23,6,µg/mc
"Riva del Garda",PM10,2021-08-24,24,8,µg/mc
"Riva del Garda",PM10,2021-08-25,1,12,µg/mc
"Riva del Garda",PM10,2021-08-25,2,7,µg/mc
"Riva del Garda",PM10,2021-08-25,3,7,µg/mc
"Riva del Garda",PM10,2021-08-25,4,7,µg/mc
"Riva del Garda",PM10,2021-08-25,5,8,µg/mc
"Riva del Garda",PM10,2021-08-25,6,8,µg/mc
"Riva del Garda",PM10,2021-08-25,7,7,µg/mc
"Riva del Garda",PM10,2021-08-25,8,6,µg/mc
"Riva del Garda",PM10,2021-08-25,9,5,µg/mc
"Riva del Garda",PM10,2021-08-25,10,5,µg/mc
"Riva del Garda",PM10,2021-08-25,11,7,µg/mc
"Riva del Garda",PM10,2021-08-25,12,6,µg/mc
"Riva del Garda",PM10,2021-08-25,13,6,µg/mc
"Riva del Garda",PM10,2021-08-25,14,6,µg/mc
"Riva del Garda",PM10,2021-08-25,15,8,µg/mc
"Riva del Garda",PM10,2021-08-25,16,9,µg/mc
"Riva del Garda",PM10,2021-08-25,17,10,µg/mc
"Riva del Garda",PM10,2021-08-25,18,9,µg/mc
"Riva del Garda",PM10,2021-08-25,19,9,µg/mc
"Riva del Garda",PM10,2021-08-25,20,9,µg/mc
"Riva del Garda",PM10,2021-08-25,21,9,µg/mc
"Riva del Garda",PM10,2021-08-25,22,10,µg/mc
"Riva del Garda",PM10,2021-08-25,23,7,µg/mc
"Riva del Garda",PM10,2021-08-25,24,6,µg/mc
"Riva del Garda",PM10,2021-08-26,1,8,µg/mc
"Riva del Garda",PM10,2021-08-26,2,13,µg/mc
"Riva del Garda",PM10,2021-08-26,3,15,µg/mc
"Riva del Garda",PM10,2021-08-26,4,15,µg/mc
"Riva del Garda",PM10,2021-08-26,5,13,µg/mc
"Riva del Garda",PM10,2021-08-26,6,12,µg/mc
"Riva del Garda",PM10,2021-08-26,7,13,µg/mc
"Riva del Garda",PM10,2021-08-26,8,12,µg/mc
"Riva del Garda",PM10,2021-08-26,9,10,µg/mc
"Riva del Garda",PM10,2021-08-26,10,9,µg/mc
"Riva del Garda",PM10,2021-08-26,11,9,µg/mc
"Riva del Garda",PM10,2021-08-26,12,10,µg/mc
"Riva del Garda",PM10,2021-08-26,13,13,µg/mc
"Riva del Garda",PM10,2021-08-26,14,19,µg/mc
"Riva del Garda",PM10,2021-08-26,15,24,µg/mc
"Riva del Garda",PM10,2021-08-26,16,26,µg/mc
"Riva del Garda",PM10,2021-08-26,17,25,µg/mc
"Riva del Garda",PM10,2021-08-26,18,21,µg/mc
"Riva del Garda",PM10,2021-08-26,19,18,µg/mc
"Riva del Garda",PM10,2021-08-26,20,14,µg/mc
"Riva del Garda",PM10,2021-08-26,21,16,µg/mc
"Riva del Garda",PM10,2021-08-26,22,16,µg/mc
"Riva del Garda",PM10,2021-08-26,23,18,µg/mc
"Riva del Garda",PM10,2021-08-26,24,15,µg/mc
"Riva del Garda",PM10,2021-08-27,1,17,µg/mc
"Riva del Garda",PM10,2021-08-27,2,15,µg/mc
"Riva del Garda",PM10,2021-08-27,3,16,µg/mc
"Riva del Garda",PM10,2021-08-27,4,15,µg/mc
"Riva del Garda",PM10,2021-08-27,5,13,µg/mc
"Riva del Garda",PM10,2021-08-27,6,9,µg/mc
"Riva del Garda",PM10,2021-08-27,7,9,µg/mc
"Riva del Garda",PM10,2021-08-27,8,5,µg/mc
"Riva del Garda",PM10,2021-08-27,9,3,µg/mc
"Riva del Garda",PM10,2021-08-27,10,9,µg/mc
"Riva del Garda",PM10,2021-08-27,11,8,µg/mc
"Riva del Garda",PM10,2021-08-27,12,7,µg/mc
"Riva del Garda",PM10,2021-08-27,13,8,µg/mc
"Riva del Garda",PM10,2021-08-27,14,9,µg/mc
"Riva del Garda",PM10,2021-08-27,15,8,µg/mc
"Riva del Garda",PM10,2021-08-27,16,7,µg/mc
"Riva del Garda",PM10,2021-08-27,17,8,µg/mc
"Riva del Garda",PM10,2021-08-27,18,8,µg/mc
"Riva del Garda",PM10,2021-08-27,19,8,µg/mc
"Riva del Garda",PM10,2021-08-27,20,7,µg/mc
"Riva del Garda",PM10,2021-08-27,21,7,µg/mc
"Riva del Garda",PM10,2021-08-27,22,8,µg/mc
"Riva del Garda",PM10,2021-08-27,23,7,µg/mc
"Riva del Garda",PM10,2021-08-27,24,8,µg/mc
"Riva del Garda",PM10,2021-08-28,1,8,µg/mc
"Riva del Garda",PM10,2021-08-28,2,8,µg/mc
"Riva del Garda",PM10,2021-08-28,3,7,µg/mc
"Riva del Garda",PM10,2021-08-28,4,10,µg/mc
"Riva del Garda",PM10,2021-08-28,5,9,µg/mc
"Riva del Garda",PM10,2021-08-28,6,6,µg/mc
"Riva del Garda",PM10,2021-08-28,7,6,µg/mc
"Riva del Garda",PM10,2021-08-28,8,5,µg/mc
"Riva del Garda",PM10,2021-08-28,9,6,µg/mc
"Riva del Garda",PM10,2021-08-28,10,5,µg/mc
"Riva del Garda",PM10,2021-08-28,11,6,µg/mc
"Riva del Garda",PM10,2021-08-28,12,7,µg/mc
"Riva del Garda",PM10,2021-08-28,13,7,µg/mc
"Riva del Garda",PM10,2021-08-28,14,6,µg/mc
"Riva del Garda",PM10,2021-08-28,15,5,µg/mc
"Riva del Garda",PM10,2021-08-28,16,4,µg/mc
"Riva del Garda",PM10,2021-08-28,17,4,µg/mc
"Riva del Garda",PM10,2021-08-28,18,5,µg/mc
"Riva del Garda",PM10,2021-08-28,19,4,µg/mc
"Riva del Garda",PM10,2021-08-28,20,2,µg/mc
"Riva del Garda",PM10,2021-08-28,21,4,µg/mc
"Riva del Garda",PM10,2021-08-28,22,6,µg/mc
"Riva del Garda",PM10,2021-08-28,23,5,µg/mc
"Riva del Garda",PM10,2021-08-28,24,5,µg/mc
"Riva del Garda",PM10,2021-08-29,1,6,µg/mc
"Riva del Garda",PM10,2021-08-29,2,5,µg/mc
"Riva del Garda",PM10,2021-08-29,3,4,µg/mc
"Riva del Garda",PM10,2021-08-29,4,4,µg/mc
"Riva del Garda",PM10,2021-08-29,5,1,µg/mc
"Riva del Garda",PM10,2021-08-29,6,1,µg/mc
"Riva del Garda",PM10,2021-08-29,7,2,µg/mc
"Riva del Garda",PM10,2021-08-29,8,1,µg/mc
"Riva del Garda",PM10,2021-08-29,9,2,µg/mc
"Riva del Garda",PM10,2021-08-29,10,3,µg/mc
"Riva del Garda",PM10,2021-08-29,11,3,µg/mc
"Riva del Garda",PM10,2021-08-29,12,3,µg/mc
"Riva del Garda",PM10,2021-08-29,13,3,µg/mc
"Riva del Garda",PM10,2021-08-29,14,3,µg/mc
"Riva del Garda",PM10,2021-08-29,15,4,µg/mc
"Riva del Garda",PM10,2021-08-29,16,5,µg/mc
"Riva del Garda",PM10,2021-08-29,17,3,µg/mc
"Riva del Garda",PM10,2021-08-29,18,2,µg/mc
"Riva del Garda",PM10,2021-08-29,19,2,µg/mc
"Riva del Garda",PM10,2021-08-29,20,2,µg/mc
"Riva del Garda",PM10,2021-08-29,21,4,µg/mc
"Riva del Garda",PM10,2021-08-29,22,9,µg/mc
"Riva del Garda",PM10,2021-08-29,23,8,µg/mc
"Riva del Garda",PM10,2021-08-29,24,8,µg/mc
"Riva del Garda",PM10,2021-08-30,1,4,µg/mc
"Riva del Garda",PM10,2021-08-30,2,3,µg/mc
"Riva del Garda",PM10,2021-08-30,3,1,µg/mc
"Riva del Garda",PM10,2021-08-30,4,1,µg/mc
"Riva del Garda",PM10,2021-08-30,5,1,µg/mc
"Riva del Garda",PM10,2021-08-30,6,2,µg/mc
"Riva del Garda",PM10,2021-08-30,7,4,µg/mc
"Riva del Garda",PM10,2021-08-30,8,3,µg/mc
"Riva del Garda",PM10,2021-08-30,9,3,µg/mc
"Riva del Garda",PM10,2021-08-30,10,5,µg/mc
"Riva del Garda",PM10,2021-08-30,11,6,µg/mc
"Riva del Garda",PM10,2021-08-30,12,8,µg/mc
"Riva del Garda",PM10,2021-08-30,13,11,µg/mc
"Riva del Garda",PM10,2021-08-30,14,16,µg/mc
"Riva del Garda",PM10,2021-08-30,15,17,µg/mc
"Riva del Garda",PM10,2021-08-30,16,19,µg/mc
"Riva del Garda",PM10,2021-08-30,17,28,µg/mc
"Riva del Garda",PM10,2021-08-30,18,17,µg/mc
"Riva del Garda",PM10,2021-08-30,19,12,µg/mc
"Riva del Garda",PM10,2021-08-30,20,10,µg/mc
"Riva del Garda",PM10,2021-08-30,21,10,µg/mc
"Riva del Garda",PM10,2021-08-30,22,12,µg/mc
"Riva del Garda",PM10,2021-08-30,23,12,µg/mc
"Riva del Garda",PM10,2021-08-30,24,11,µg/mc
"Riva del Garda",PM10,2021-08-31,1,11,µg/mc
"Riva del Garda",PM10,2021-08-31,2,10,µg/mc
"Riva del Garda",PM10,2021-08-31,3,12,µg/mc
"Riva del Garda",PM10,2021-08-31,4,11,µg/mc
"Riva del Garda",PM10,2021-08-31,5,9,µg/mc
"Riva del Garda",PM10,2021-08-31,6,8,µg/mc
"Riva del Garda",PM10,2021-08-31,7,7,µg/mc
"Riva del Garda",PM10,2021-08-31,8,7,µg/mc
"Riva del Garda",PM10,2021-08-31,9,7,µg/mc
"Riva del Garda",PM10,2021-08-31,10,6,µg/mc
"Riva del Garda",PM10,2021-08-31,11,6,µg/mc
"Riva del Garda",PM10,2021-08-31,12,7,µg/mc
"Riva del Garda",PM10,2021-08-31,13,11,µg/mc
"Riva del Garda",PM10,2021-08-31,14,14,µg/mc
"Riva del Garda",PM10,2021-08-31,15,15,µg/mc
"Riva del Garda",PM10,2021-08-31,16,13,µg/mc
"Riva del Garda",PM10,2021-08-31,17,14,µg/mc
"Riva del Garda",PM10,2021-08-31,18,13,µg/mc
"Riva del Garda",PM10,2021-08-31,19,8,µg/mc
"Riva del Garda",PM10,2021-08-31,20,4,µg/mc
"Riva del Garda",PM10,2021-08-31,21,6,µg/mc
"Riva del Garda",PM10,2021-08-31,22,9,µg/mc
"Riva del Garda",PM10,2021-08-31,23,6,µg/mc
"Riva del Garda",PM10,2021-08-31,24,6,µg/mc
"Riva del Garda",PM10,2021-09-01,1,6,µg/mc
"Riva del Garda",PM10,2021-09-01,2,5,µg/mc
"Riva del Garda",PM10,2021-09-01,3,4,µg/mc
"Riva del Garda",PM10,2021-09-01,4,3,µg/mc
"Riva del Garda",PM10,2021-09-01,5,2,µg/mc
"Riva del Garda",PM10,2021-09-01,6,3,µg/mc
"Riva del Garda",PM10,2021-09-01,7,3,µg/mc
