Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2022-02-24,11,15,µg/mc
"Riva del Garda",PM10,2022-02-24,12,13,µg/mc
"Riva del Garda",PM10,2022-02-24,13,17,µg/mc
"Riva del Garda",PM10,2022-02-24,14,23,µg/mc
"Riva del Garda",PM10,2022-02-24,15,30,µg/mc
"Riva del Garda",PM10,2022-02-24,16,38,µg/mc
"Riva del Garda",PM10,2022-02-24,17,41,µg/mc
"Riva del Garda",PM10,2022-02-24,18,43,µg/mc
"Riva del Garda",PM10,2022-02-24,19,43,µg/mc
"Riva del Garda",PM10,2022-02-24,20,44,µg/mc
"Riva del Garda",PM10,2022-02-24,21,48,µg/mc
"Riva del Garda",PM10,2022-02-24,22,48,µg/mc
"Riva del Garda",PM10,2022-02-24,23,44,µg/mc
"Riva del Garda",PM10,2022-02-24,24,42,µg/mc
"Riva del Garda",PM10,2022-02-25,1,49,µg/mc
"Riva del Garda",PM10,2022-02-25,2,46,µg/mc
"Riva del Garda",PM10,2022-02-25,3,41,µg/mc
"Riva del Garda",PM10,2022-02-25,4,36,µg/mc
"Riva del Garda",PM10,2022-02-25,5,32,µg/mc
"Riva del Garda",PM10,2022-02-25,6,28,µg/mc
"Riva del Garda",PM10,2022-02-25,7,26,µg/mc
"Riva del Garda",PM10,2022-02-25,8,24,µg/mc
"Riva del Garda",PM10,2022-02-25,9,22,µg/mc
"Riva del Garda",PM10,2022-02-25,10,20,µg/mc
"Riva del Garda",PM10,2022-02-25,11,19,µg/mc
"Riva del Garda",PM10,2022-02-25,12,17,µg/mc
"Riva del Garda",PM10,2022-02-25,13,22,µg/mc
"Riva del Garda",PM10,2022-02-25,14,28,µg/mc
"Riva del Garda",PM10,2022-02-25,15,44,µg/mc
"Riva del Garda",PM10,2022-02-25,16,48,µg/mc
"Riva del Garda",PM10,2022-02-25,17,53,µg/mc
"Riva del Garda",PM10,2022-02-25,18,12,µg/mc
"Riva del Garda",PM10,2022-02-25,19,4,µg/mc
"Riva del Garda",PM10,2022-02-25,20,4,µg/mc
"Riva del Garda",PM10,2022-02-25,21,3,µg/mc
"Riva del Garda",PM10,2022-02-25,22,3,µg/mc
"Riva del Garda",PM10,2022-02-25,23,3,µg/mc
"Riva del Garda",PM10,2022-02-25,24,2,µg/mc
"Riva del Garda",PM10,2022-02-26,1,1,µg/mc
"Riva del Garda",PM10,2022-02-26,2,2,µg/mc
"Riva del Garda",PM10,2022-02-26,3,5,µg/mc
"Riva del Garda",PM10,2022-02-26,4,4,µg/mc
"Riva del Garda",PM10,2022-02-26,5,4,µg/mc
"Riva del Garda",PM10,2022-02-26,6,3,µg/mc
"Riva del Garda",PM10,2022-02-26,7,6,µg/mc
