Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2020-03-10,22,36,µg/mc
"Riva del Garda",PM10,2020-03-10,23,27,µg/mc
"Riva del Garda",PM10,2020-03-10,24,24,µg/mc
"Riva del Garda",PM10,2020-03-11,1,19,µg/mc
"Riva del Garda",PM10,2020-03-11,2,16,µg/mc
"Riva del Garda",PM10,2020-03-11,3,13,µg/mc
"Riva del Garda",PM10,2020-03-11,4,12,µg/mc
"Riva del Garda",PM10,2020-03-11,5,11,µg/mc
"Riva del Garda",PM10,2020-03-11,6,10,µg/mc
"Riva del Garda",PM10,2020-03-11,7,11,µg/mc
"Riva del Garda",PM10,2020-03-11,8,13,µg/mc
"Riva del Garda",PM10,2020-03-11,9,12,µg/mc
"Riva del Garda",PM10,2020-03-11,10,9,µg/mc
"Riva del Garda",PM10,2020-03-11,11,7,µg/mc
"Riva del Garda",PM10,2020-03-11,12,17,µg/mc
"Riva del Garda",PM10,2020-03-11,13,20,µg/mc
"Riva del Garda",PM10,2020-03-11,14,48,µg/mc
"Riva del Garda",PM10,2020-03-11,15,61,µg/mc
"Riva del Garda",PM10,2020-03-11,16,55,µg/mc
"Riva del Garda",PM10,2020-03-11,17,65,µg/mc
"Riva del Garda",PM10,2020-03-11,18,61,µg/mc
"Riva del Garda",PM10,2020-03-11,19,59,µg/mc
"Riva del Garda",PM10,2020-03-11,20,60,µg/mc
"Riva del Garda",PM10,2020-03-11,21,59,µg/mc
"Riva del Garda",PM10,2020-03-11,22,59,µg/mc
"Riva del Garda",PM10,2020-03-11,23,65,µg/mc
"Riva del Garda",PM10,2020-03-11,24,68,µg/mc
"Riva del Garda",PM10,2020-03-12,1,70,µg/mc
"Riva del Garda",PM10,2020-03-12,2,67,µg/mc
"Riva del Garda",PM10,2020-03-12,3,65,µg/mc
"Riva del Garda",PM10,2020-03-12,4,60,µg/mc
"Riva del Garda",PM10,2020-03-12,5,56,µg/mc
"Riva del Garda",PM10,2020-03-12,6,54,µg/mc
"Riva del Garda",PM10,2020-03-12,7,53,µg/mc
"Riva del Garda",PM10,2020-03-12,8,50,µg/mc
"Riva del Garda",PM10,2020-03-12,9,49,µg/mc
"Riva del Garda",PM10,2020-03-12,10,47,µg/mc
"Riva del Garda",PM10,2020-03-12,11,43,µg/mc
"Riva del Garda",PM10,2020-03-12,12,43,µg/mc
"Riva del Garda",PM10,2020-03-12,13,56,µg/mc
"Riva del Garda",PM10,2020-03-12,14,63,µg/mc
"Riva del Garda",PM10,2020-03-12,15,69,µg/mc
"Riva del Garda",PM10,2020-03-12,16,73,µg/mc
"Riva del Garda",PM10,2020-03-12,17,77,µg/mc
"Riva del Garda",PM10,2020-03-12,18,81,µg/mc
"Riva del Garda",PM10,2020-03-12,19,78,µg/mc
"Riva del Garda",PM10,2020-03-12,20,70,µg/mc
"Riva del Garda",PM10,2020-03-12,21,77,µg/mc
"Riva del Garda",PM10,2020-03-12,22,74,µg/mc
"Riva del Garda",PM10,2020-03-12,23,73,µg/mc
"Riva del Garda",PM10,2020-03-12,24,77,µg/mc
"Riva del Garda",PM10,2020-03-13,1,79,µg/mc
"Riva del Garda",PM10,2020-03-13,2,74,µg/mc
"Riva del Garda",PM10,2020-03-13,3,68,µg/mc
"Riva del Garda",PM10,2020-03-13,4,61,µg/mc
"Riva del Garda",PM10,2020-03-13,5,65,µg/mc
"Riva del Garda",PM10,2020-03-13,6,68,µg/mc
"Riva del Garda",PM10,2020-03-13,7,63,µg/mc
"Riva del Garda",PM10,2020-03-13,8,70,µg/mc
"Riva del Garda",PM10,2020-03-13,9,68,µg/mc
"Riva del Garda",PM10,2020-03-13,10,66,µg/mc
"Riva del Garda",PM10,2020-03-13,11,61,µg/mc
"Riva del Garda",PM10,2020-03-13,12,54,µg/mc
"Riva del Garda",PM10,2020-03-13,13,58,µg/mc
"Riva del Garda",PM10,2020-03-13,14,58,µg/mc
"Riva del Garda",PM10,2020-03-13,15,43,µg/mc
"Riva del Garda",PM10,2020-03-13,16,41,µg/mc
"Riva del Garda",PM10,2020-03-13,17,40,µg/mc
"Riva del Garda",PM10,2020-03-13,18,39,µg/mc
"Riva del Garda",PM10,2020-03-13,19,30,µg/mc
"Riva del Garda",PM10,2020-03-13,20,34,µg/mc
"Riva del Garda",PM10,2020-03-13,21,35,µg/mc
"Riva del Garda",PM10,2020-03-13,22,35,µg/mc
"Riva del Garda",PM10,2020-03-13,23,42,µg/mc
"Riva del Garda",PM10,2020-03-13,24,46,µg/mc
"Riva del Garda",PM10,2020-03-14,1,42,µg/mc
"Riva del Garda",PM10,2020-03-14,2,39,µg/mc
"Riva del Garda",PM10,2020-03-14,3,29,µg/mc
