Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-06-02,17,18,µg/mc
"Riva del Garda",PM10,2021-06-02,18,20,µg/mc
"Riva del Garda",PM10,2021-06-02,19,24,µg/mc
"Riva del Garda",PM10,2021-06-02,20,22,µg/mc
"Riva del Garda",PM10,2021-06-02,21,19,µg/mc
"Riva del Garda",PM10,2021-06-02,22,20,µg/mc
"Riva del Garda",PM10,2021-06-02,23,21,µg/mc
"Riva del Garda",PM10,2021-06-02,24,21,µg/mc
"Riva del Garda",PM10,2021-06-03,1,24,µg/mc
"Riva del Garda",PM10,2021-06-03,2,24,µg/mc
"Riva del Garda",PM10,2021-06-03,3,25,µg/mc
"Riva del Garda",PM10,2021-06-03,4,25,µg/mc
"Riva del Garda",PM10,2021-06-03,5,24,µg/mc
